Category,Product Name,New Descriptive Name,Specs,Original Path,Product URL
chairs,AMELIA - Beech,amelia_beech_chrome_plated,Length/dept: 47 cm; Width: 47 cm; Height: 80 cm; Sit height: 46 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Beech; Color Name: Beech; Frame: Chrome Plated; Sustainable: No; Designer: Sergio Mian; Seating: Wood; Backrest color: Beech,jmt_cad_files/chairs/amelia.zip,https://www.jmt.de/en_GB/catalogue/amelia-beech-dh-140009
chairs,ATHEN - Black,athen_black_chrome_plated,Length/dept: 62 cm; Width: 56 cm; Height: 91 cm; Sit height: 47 cm; Stackable: No; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Chrome Plated; Sustainable: No; Seating: artificial leather; Backrest color: Black,jmt_cad_files/chairs/athen.zip,https://www.jmt.de/en_GB/catalogue/athen-black-dh-18326
chairs,Amagni Soft - Light-Grey,amagni_soft_light_grey_laquered_oak,Length/dept: 52 cm; Width: 59 cm; Height: 79 cm; Sit height: 46 cm; Stackable: No; Swivel: No; Linkable: No; Color: Grey; Color Name: Light-Grey; Frame: laquered oak; Frame color: Natural; Sustainable: No; Designer: Hee Welling; Seating: Upholstered,jmt_cad_files/chairs/amagni_soft_HO110346.zip,https://www.jmt.de/en_GB/catalogue/amagni-soft-light-grey-dh-110346
chairs,Amagni Soft Frontpolster - White / Grey,amagni_soft_frontpolster_white_grey_laquered_oak,Length/dept: 52 cm; Width: 59 cm; Height: 79 cm; Sit height: 46 cm; Stackable: No; Swivel: No; Linkable: No; Color: White; Color Name: White / Grey; Frame: laquered oak; Frame color: Natural; Sustainable: No; Designer: Hee Welling; Color: Grey; Seating: Upholstery; Backrest color: Grey,jmt_cad_files/chairs/amagni_soft.zip,https://www.jmt.de/en_GB/catalogue/amagni-soft-frontpolster-white-grey-dh-107480
chairs,BAIANO - White,baiano_white_chrome_plated,Length/dept: 60 cm; Width: 60 cm; Height: 92 cm; Sit height: 46 cm; Stackable: No; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: Chrome Plated; Sustainable: No; Backrest color: White,jmt_cad_files/chairs/baiana.zip,https://www.jmt.de/en_GB/catalogue/baiano-white-dh-107528
chairs,BILBAO - Black,bilbao_black_aluminium,Length/dept: 59 cm; Width: 58 cm; Height: 83 cm; Sit height: 40 cm; Stackable: No; Swivel: Yes; Linkable: No; Color: Black; Color Name: Black; Frame: Aluminium; Frame color: Chrome; Sustainable: No; Designer: Charles & Ray Eames; Seating: Upholstery; Backrest color: Black,jmt_cad_files/conference-and-office-furniture/eames_ma.zip,https://www.jmt.de/en_GB/catalogue/bilbao-black-dh-128086
chairs,BILBAO - White,bilbao_white_aluminium,Length/dept: 59 cm; Width: 58 cm; Height: 83 cm; Sit height: 40 cm; Stackable: No; Swivel: Yes; Linkable: No; Color: White; Color Name: White; Frame: Aluminium; Frame color: Chrome; Sustainable: No; Designer: Charles & Ray Eames; Backrest color: White,jmt_cad_files/conference-and-office-furniture/eames_ma.zip,https://www.jmt.de/en_GB/catalogue/bilbao-white-dh-128084
chairs,BUNNY - Black,bunny_black_chrome_plated,Length/dept: 53 cm; Width: 52 cm; Height: 85 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Chrome Plated; Sustainable: No; Seating: beech laquered; Backrest color: Black,jmt_cad_files/chairs/bunny.zip,https://www.jmt.de/en_GB/catalogue/bunny-black-dh-11358
chairs,BUNNY - Dark Blue,bunny_dark_blue_chrome_plated,Length/dept: 53 cm; Width: 52 cm; Height: 85 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Blue; Color Name: Dark Blue; Frame: Chrome Plated; Sustainable: No; Seating: beech laquered; Backrest color: Dark Blue,jmt_cad_files/chairs/bunny.zip,https://www.jmt.de/en_GB/catalogue/bunny-dark-blue-dh-11354
chairs,BUNNY - Green,bunny_green_chrome_plated,Length/dept: 53 cm; Width: 52 cm; Height: 85 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Green; Color Name: Green; Frame: Chrome Plated; Sustainable: No; Seating: beech laquered; Backrest color: Green,jmt_cad_files/chairs/bunny.zip,https://www.jmt.de/en_GB/catalogue/bunny-green-dh-18058
chairs,BUNNY - Light Blue,bunny_light_blue_chrome_plated,Length/dept: 53 cm; Width: 52 cm; Height: 85 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Light blue; Color Name: Light Blue; Frame: Chrome Plated; Sustainable: No; Seating: beech laquered; Backrest color: Light Blue,jmt_cad_files/chairs/bunny.zip,https://www.jmt.de/en_GB/catalogue/bunny-light-blue-dh-11759
chairs,BUNNY - Orange,bunny_orange_chrome_plated,Length/dept: 53 cm; Width: 52 cm; Height: 85 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Orange; Color Name: Orange; Frame: Chrome Plated; Sustainable: No; Seating: beech laquered; Backrest color: Orange,jmt_cad_files/chairs/bunny.zip,https://www.jmt.de/en_GB/catalogue/bunny-orange-dh-15181
chairs,BUNNY - Petrol,bunny_petrol_chrome_plated,Length/dept: 53 cm; Width: 52 cm; Height: 85 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Blue; Color Name: Petrol; Frame: Chrome Plated; Sustainable: No; Seating: beech laquered; Backrest color: Petrol,jmt_cad_files/chairs/bunny.zip,https://www.jmt.de/en_GB/catalogue/bunny-petrol-dh-18056
chairs,BUNNY - Purple,bunny_purple_chrome_plated,Length/dept: 53 cm; Width: 52 cm; Height: 85 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Purple; Color Name: purple; Frame: Chrome Plated; Sustainable: No; Seating: beech laquered; Backrest color: purple,jmt_cad_files/chairs/bunny.zip,https://www.jmt.de/en_GB/catalogue/bunny-purple-dh-18057
chairs,BUNNY - Red,bunny_red_chrome_plated,Length/dept: 53 cm; Width: 52 cm; Height: 85 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Red; Color Name: Red; Frame: Chrome Plated; Sustainable: No; Seating: beech laquered; Backrest color: Red,jmt_cad_files/chairs/bunny.zip,https://www.jmt.de/en_GB/catalogue/bunny-red-dh-11355
chairs,CATIFA - White / Black,catifa_white_black_chrome_plated,"Length/dept: 51 cm; Width: 56 cm; Height: 79 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: Yes; Color: White; Color Name: White / Black; Frame: Chrome Plated; Sustainable: No; Designer: Lievore, Altherr, Molina; Color: Black; Seating: Polypropylene; Backrest color: White / Black",jmt_cad_files/chairs/catifa.zip,https://www.jmt.de/en_GB/catalogue/catifa-white-black-dh-140325
chairs,CATIFA - White / Dark Blue,catifa_white_dark_blue_chrome_plated,"Length/dept: 51 cm; Width: 56 cm; Height: 79 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: Yes; Color: White; Color Name: White / Dark Blue; Frame: Chrome Plated; Sustainable: No; Designer: Lievore, Altherr, Molina; Color: Blue; Seating: Polypropylene; Backrest color: White / Dark Blue",jmt_cad_files/chairs/catifa.zip,https://www.jmt.de/en_GB/catalogue/catifa-white-dark-blue-dh-140320
chairs,CATIFA - White / Grey,catifa_white_grey_chrome_plated,"Length/dept: 51 cm; Width: 56 cm; Height: 79 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: Yes; Color: White; Color Name: White / Grey; Frame: Chrome Plated; Sustainable: No; Designer: Lievore, Altherr, Molina; Color: Grey; Seating: Polypropylene; Backrest color: White / Grey",jmt_cad_files/chairs/catifa.zip,https://www.jmt.de/en_GB/catalogue/catifa-white-grey-dh-140321
chairs,CATIFA - White / Red,catifa_white_red_chrome_plated,"Length/dept: 51 cm; Width: 56 cm; Height: 79 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: Yes; Color: White; Color Name: White / Red; Frame: Chrome Plated; Sustainable: No; Designer: Lievore, Altherr, Molina; Color: Red; Seating: Polypropylene; Backrest color: White / Red",jmt_cad_files/chairs/catifa.zip,https://www.jmt.de/en_GB/catalogue/catifa-white-red-dh-140323
chairs,CATIFA - White / Sand,catifa_white_sand_chrome_plated,"Length/dept: 51 cm; Width: 56 cm; Height: 79 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: Yes; Color: White; Color Name: White / Sand; Frame: Chrome Plated; Sustainable: No; Designer: Lievore, Altherr, Molina; Color: Yellow; Seating: Polypropylene; Backrest color: White / Sand",jmt_cad_files/chairs/catifa.zip,https://www.jmt.de/en_GB/catalogue/catifa-white-sand-dh-140324
chairs,CATIFA - White / White,catifa_white_white_laquered_metal,"Length/dept: 51 cm; Width: 56 cm; Height: 79 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: Yes; Color: White; Color Name: White / White; Frame: laquered metal; Frame color: Chrome; Sustainable: No; Designer: Lievore, Altherr, Molina; Color: White; Seating: Polypropylene; Backrest color: White / White",jmt_cad_files/chairs/catifa.zip,https://www.jmt.de/en_GB/catalogue/catifa-white-white-dh-104318
chairs,CATIFA - black / black,catifa_black_black_chrome_plated,"Length/dept: 53 cm; Width: 56 cm; Height: 79 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: Yes; Color: Black; Color Name: black / black; Frame: Chrome Plated; Sustainable: No; Designer: Lievore, Altherr, Molina; Seating: Polypropylene; Backrest color: black / black",jmt_cad_files/chairs/catifa.zip,https://www.jmt.de/en_GB/catalogue/catifa-black-black-dh-140319
chairs,CORTINA - White / Black,cortina_white_black_laquered_metal,Length/dept: 62 cm; Width: 60 cm; Height: 81 cm; Sit height: 44 cm; Stackable: No; Swivel: Yes; Linkable: No; Color: White; Color Name: White / Black; Frame: laquered metal; Frame color: White; Sustainable: No; Designer: Marcello Ziliani; Color: Black; Seating: PVC; Backrest color: Black,jmt_cad_files/chairs/cortina.zip,https://www.jmt.de/en_GB/catalogue/cortina-white-black-dh-140303
chairs,Catifa Fabric Kufe - Light Blue,catifa_fabric_kufe_light_blue_steelpipe_laquered,Length/dept: 51 cm; Width: 55 cm; Height: 80 cm; Sit height: 45 cm; Stackable: No; Swivel: No; Linkable: No; Color: Light blue; Color Name: Light Blue; Frame: steelpipe laquered; Frame color: Black; Sustainable: No,jmt_cad_files/chairs/Catifa_Fabric_Kufe_hellblau.zip,https://www.jmt.de/en_GB/catalogue/catifa-fabric-kufe-light-blue-dh-114722
chairs,EINA - Black,eina_black_laquered_metal,Length/dept: 56 cm; Width: 56 cm; Height: 84 cm; Sit height: 44 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: laquered metal; Frame color: Aluminium coloured; Sustainable: No; Designer: Josep Lluscà; Seating: Plastic; Backrest color: Black,jmt_cad_files/chairs/eina.zip,https://www.jmt.de/en_GB/catalogue/eina-black-dh-11380
chairs,EINA - White,eina_white_laquered_metal,Length/dept: 58 cm; Width: 57 cm; Height: 84 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: laquered metal; Frame color: Aluminium coloured; Sustainable: No; Designer: Josep Lluscà; Seating: Plastic; Backrest color: White,jmt_cad_files/chairs/eina.zip,https://www.jmt.de/en_GB/catalogue/eina-white-dh-17367
chairs,ERO/S - Black,ero_s_black_aluminium_polished,Length/dept: 70 cm; Width: 62 cm; Height: 77 cm; Sit height: 45 cm; Stackable: No; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: aluminium polished; Sustainable: No; Designer: Philippe Starck; Seating: PVC; Backrest color: Black,jmt_cad_files/chairs/eros.zip,https://www.jmt.de/en_GB/catalogue/ero-s-black-dh-140090
chairs,ERO/S - White,ero_s_white_aluminium_polished,Length/dept: 70 cm; Width: 62 cm; Height: 79 cm; Sit height: 46 cm; Stackable: No; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: aluminium polished; Sustainable: No; Designer: Philippe Starck; Seating: PVC; Backrest color: White,jmt_cad_files/chairs/eros.zip,https://www.jmt.de/en_GB/catalogue/ero-s-white-dh-140089
chairs,FORANO - Grey,forano_grey_chrome_plated,Length/dept: 53 cm; Width: 58 cm; Height: 83 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Grey; Color Name: Grey; Frame: Chrome Plated; Sustainable: No; Seating: Plastic; Backrest color: Grey,jmt_cad_files/chairs/forano.zip,https://www.jmt.de/en_GB/catalogue/forano-grey-dh-107468
chairs,FORANO - Red,forano_red_chrome_plated,Length/dept: 53 cm; Width: 58 cm; Height: 83 cm; Sit height: 47 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Red; Color Name: Red; Frame: Chrome Plated; Sustainable: No; Seating: Plastic; Backrest color: Red,jmt_cad_files/chairs/forano.zip,https://www.jmt.de/en_GB/catalogue/forano-red-dh-107470
chairs,Feston - Grey,feston_grey_laquered_metal,"Length/dept: 55 cm; Width: 55 cm; Height: 74,5 cm; Sit height: 45 cm; Stackable: No; Swivel: No; Linkable: No; Color: Grey; Color Name: Grey; Frame: laquered metal; Frame color: Black; Sustainable: No; Seating: Upholstered",jmt_cad_files/chairs/Feston_grau.zip,https://www.jmt.de/en_GB/catalogue/feston-grey-dh-112650
chairs,GUBBIO - White,gubbio_white_chrome_plated,Length/dept: 52 cm; Width: 54 cm; Height: 83 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: Chrome Plated; Frame color: Chrome; Sustainable: No; Designer: Marco Maran; Seating: PVC; Backrest color: White,jmt_cad_files/chairs/gubbio.zip,https://www.jmt.de/en_GB/catalogue/gubbio-white-dh-140254
chairs,GUBBIO - Yellow,gubbio_yellow_chrome_plated,Length/dept: 52 cm; Width: 54 cm; Height: 83 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Yellow; Color Name: Yellow; Frame: Chrome Plated; Frame color: Chrome; Sustainable: No; Designer: Marco Maran; Seating: PVC; Backrest color: Yellow,jmt_cad_files/chairs/gubbio.zip,https://www.jmt.de/en_GB/catalogue/gubbio-yellow-dh-140337
chairs,Gerlin - Black,gerlin_black_laquered_metal,Length/dept: 51 cm; Width: 43 cm; Height: 81 cm; Sit height: 47 cm; Stackable: No; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: laquered metal; Frame color: Black; Sustainable: No; Seating: artificial leather; Backrest color: Black,jmt_cad_files/chairs/gerlin_za.zip,https://www.jmt.de/en_GB/catalogue/gerlin-black-dh-110393
chairs,HANSEN 3107 - Beech,hansen_3107_beech_chrome_plated,Length/dept: 52 cm; Width: 50 cm; Height: 81 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Beech; Color Name: Beech; Frame: Chrome Plated; Sustainable: No; Designer: Arne Jacobsen; Seating: plywood; Backrest color: Beech,jmt_cad_files/chairs/hansen.zip,https://www.jmt.de/en_GB/catalogue/hansen-3107-beech-dh-140108
chairs,HANSEN 3107 - Black,hansen_3107_black_chrome_plated,Length/dept: 52 cm; Width: 50 cm; Height: 81 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Chrome Plated; Sustainable: No; Designer: Arne Jacobsen; Seating: plywood; Backrest color: Black,jmt_cad_files/chairs/hansen.zip,https://www.jmt.de/en_GB/catalogue/hansen-3107-black-dh-11118
chairs,HANSEN 3107 - Dark Blue,hansen_3107_dark_blue_chrome_plated,Length/dept: 52 cm; Width: 50 cm; Height: 81 cm; Sit height: 44 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Blue; Color Name: Dark Blue; Frame: Chrome Plated; Sustainable: No; Designer: Arne Jacobsen; Seating: plywood; Backrest color: Dark Blue,jmt_cad_files/chairs/hansen_3107.zip,https://www.jmt.de/en_GB/catalogue/hansen-3107-dark-blue-dh-11350
chairs,HANSEN 3107 - Red,hansen_3107_red_chrome_plated,Length/dept: 52 cm; Width: 50 cm; Height: 81 cm; Sit height: 44 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Red; Color Name: Red; Frame: Chrome Plated; Sustainable: No; Designer: Arne Jacobsen; Seating: plywood; Backrest color: Red,jmt_cad_files/chairs/hansen_3107.zip,https://www.jmt.de/en_GB/catalogue/hansen-3107-red-dh-11351
chairs,HANSEN 3107 - White,hansen_3107_white_chrome_plated,Length/dept: 52 cm; Width: 50 cm; Height: 81 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: Chrome Plated; Sustainable: No; Designer: Arne Jacobsen; Seating: plywood; Backrest color: White,jmt_cad_files/chairs/hansen.zip,https://www.jmt.de/en_GB/catalogue/hansen-3107-white-dh-11352
chairs,JOY - Grey,joy_grey_pvc,Length/dept: 54 cm; Width: 49 cm; Height: 79.5 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Grey; Color Name: Grey; Frame: PVC; Frame color: Grey; Sustainable: No; Seating: PVC; Backrest color: Grey,jmt_cad_files/chairs/joy.zip,https://www.jmt.de/en_GB/catalogue/joy-grey-dh-113435
chairs,JOY - White,joy_white_pvc,Length/dept: 54 cm; Width: 49 cm; Height: 79.5 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: PVC; Frame color: White; Sustainable: No; Seating: PVC; Backrest color: White,jmt_cad_files/chairs/joy.zip,https://www.jmt.de/en_GB/catalogue/joy-white-dh-113436
chairs,Kuadra - White,kuadra_white_chrome_plated,Length/dept: 53 cm; Width: 48 cm; Height: 86 cm; Sit height: 46 cm; Stackable: Yes; Swivel: No; Linkable: Yes; Color: White; Color Name: White; Frame: Chrome Plated; Sustainable: No; Seating: Plastic,jmt_cad_files/chairs/kuadra_HO109241.zip,https://www.jmt.de/en_GB/catalogue/kuadra-white-dh-109241
chairs,NEOS S - Black,neos_s_black_chrome_plated,Length/dept: 50 cm; Width: 55 cm; Height: 80 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Chrome Plated; Sustainable: No; Designer: Wiege; Seating: Upholstered; Backrest color: Black,jmt_cad_files/conference-and-office-furniture/neos_s.zip,https://www.jmt.de/en_GB/catalogue/neos-s-black-dh-17966
